,TIME,CONTENT
370,2020-05-16 04:10:00,"大陸自胡錦濤以降，對台兩手策略是「硬的更硬，軟的更軟」。520前夕，台積電「被赴美」設廠同時，大陸推出《關於應對疫情統籌做好支持台資企業發展和推進台資項目有關工作的通知》（《惠台11條措施》），展現大陸除了「硬的更硬」，嚴厲指摘民進黨政府「以疫謀獨」，但猶不忘「軟的更軟」，提供台商台胞更大實惠。兩岸競爭要「比賽愛台灣」，民眾才有真幸福。

中共十九大習近平宣布要提供「台灣人與大陸同胞同等待遇」、「分享大陸發展的機遇」後，於2018年2月28日發布《關於促進兩岸經濟文化交流合作的若干措施》（《惠台31條措施》）、接著，在台灣大選前的2019年11月4日發布《關於進一步促進兩岸經濟文化交流合作的若干措施》（《惠台26條措施》）。

如今再推《惠台11條措施》，其中持續幫扶台企參與大陸重大項目同等待遇、參與新型和傳統基礎設施建設，穩外貿、拓展內銷市場等等舉措，若是落到實處，的確是台商早先疑慮前兩項惠台措施恐怕「看得到吃不到」的大補丸。

2016年小英總統就任以來，儘管不斷宣示「維持現狀」、「不挑釁、不刺激、零意外」的兩岸政策，然因眾所周知的原因，屢遭大陸以機艦繞台、斷我邦交國、反獨宣示、杯葛國際空間、限縮與非邦交國交往等「硬手段」挑戰。

近來，大陸更質疑蔡政府仗著美國撐腰，利用WHO罩門「以疫謀獨」。所幸，520在即，兩岸官方在看似老死不相往來時，相對邁出自制第一步，「隔空」出現形勢向好默契，在綠委撤回刪除「國家統一前」文字提案之際，大陸也推出《惠台11條措施》，一個用意識形態、一個用真金實銀，比賽愛台灣，高下立判。

其實，台灣立足美陸兩大之間難為小，據統計，陸對美出口企業百強，前10大都是外資，其中8家更是台企。如何當好兩強之間潤滑劑，而非導火線，是小英總統第二任期的重中之重。"
371,2020-05-25 17:12:10,"近期以來，華為計劃轉向中芯國際、聯發科等多家中企採購晶片消息廣受關注。聯發科首先做出回應，與國內的多家手機廠商保持長期友好合作。而事件的起因是市場傳言，台積電或將暫停接受來自華為的晶片訂單。而日前，市場又傳來新的消息。



根據韓國媒體5月25日最新消息，為保障本公司的晶片供應，華為正在接觸韓國三星與SK海力士在大陸的分公司，可能會將這兩家公司納入其供應鏈之中。據瞭解，三星、SK海力士晶片技術較為成熟，佔據著全球70%的DRAM記憶晶片市場。其中，三星更是在衝擊更高一級的晶片代工領域。



據澎湃新聞報道，5月21日，三星正式宣佈，斥資10萬億韓元（約合80.6億美元）建設一條基於極紫外光刻（EUV）技術的5奈米晶片生產線，預計將於2021年下半年正式投產。擁有更高的製程工藝量產的能力，使得三星有了與台積電叫板的資格。這也是市場消息中，華為選擇三星的重要原因。



據瑞士信貸分析師評估，來自華為的晶片訂單佔據台積電總收入的14%。如果失去華為這個大客戶，對台積電來說是一個非常大的衝擊。更別說，這些大訂單很可能將被其強力競爭對手三星斬獲。此消彼長之下，台積電全球第一大晶圓代工廠商的地位很可能將會被動搖。



對華為、三星來說雙方進行合作都是雙贏。而且，華為選擇三星進行合作，也有利於促進該公司高端晶片生產鏈中供應商的豐富度，避免被單一公司「卡脖子」。



不過，為避免被三星搶走大筆訂單，台積電或許正在以行動作出回應。市場最新消息稱，台積電正在積極協調推遲高通、聯發科等公司的晶片訂單，想要集中產能在未來120天內，全力為華為生產足夠的晶片。
(中時電子報)"
372,2020-06-01 17:07:07,"美國緊縮華為禁令，任何企業想出貨半導體產品與相關技術給華為，變成幾乎不可能的事情，全球晶圓代工龍頭台積電業務恐遭限制，外界原本預期大陸晶圓代工龍頭中芯國際有望拿下訂單，但其美國技術含量也不低，為了因應禁令，已經聘請前格羅方德 (Global Foundries，格芯) 白農負責銷售14奈米製程。



綜合陸媒報導，白農進入中芯國際，將專責FinFET 先進製程產品的銷售業務，替中芯國際開拓客戶來源，並在未來直接對中芯國際聯合執行長梁孟松負責。



從大陸半導體產業發展來看，IC設計有華為旗下海思半導體，晶圓代工由中芯國際負責，若想要提高大陸半導體自給率的話，勢必得發展更多來自大陸技術的產品。



為了在華為禁令後留住人才，中芯國際上月底公告，將授出總共235.97萬份購股權以認購普通股給8名董事，董事長周子學獲65.91萬份購股權，梁孟松則是獲65.91萬份購股權，與周子學並列最高。



市場消息指出，由於中芯國際產能與技術目前仍不足以供貨華為，但去美化政策已然成形，中芯國際將承擔大陸半導體產業的大量晶片需求供應，所以要全力留住協助中芯國際進入先進製程的梁孟松，才會給出與周子學相同的高報酬。



梁孟松原為台積電前研發處長，之後跳槽至南韓科技大廠三星電子幫助其推動28奈米至14奈米製程發展，並在之後來到中芯國際，並協助中芯國際2018年宣布突破14奈米FinFET製程，在2019年打造出大陸首顆FinFET製程晶片，業績表現逐漸起色。



中芯國際在先前傳出華為轉單，從台積電12奈米轉至中芯國際14奈米，用來生產華為海思的麒麟710處理器晶片，並在AI、消費性電子、車用電子，就連比特幣挖礦機晶片也有涉略，預期14奈米製程將成為中芯國際未來主力產品。
(中時電子報)"
373,2020-05-19 04:10:00,"新冠疫情第二波疑慮再起，加上美國祭出華為禁令，衝擊市場對下半年旺季預期，台股遭逢雙利空夾擊，18日融券餘額回補近萬張，京元電、欣興、聯茂等華為概念股則成為放空標的，且先前略有降溫跡象的借券賣出餘額也遲遲未能回補到700萬張之下，顯示外資除了在現貨持續調節之外，對未來看法也偏向保守。

美商務部日前宣布在未經核可下，禁止使用美國軟體及技術的晶片供應商將產品出貨給華為，拖累科技股重挫，台股18日由台積電、大立光等華為概念股領跌，指數下跌74點。

而華為禁令一出，也讓空方氣勢高漲，且目前台股仍實行有條件禁空令，也催動搶搭空方列車的融券買盤加速卡位，除了元大S&P石油及正2兩檔ETF位居融券張數前兩大之外，欣興、京元電、聯茂等個股都成為空方鎖定目標。

法人解析，由於上市櫃強制融券回補高峰已過，加上台股此波強彈逾2,000點後，指數二度挑戰年線未能成功，使得看空情緒持續增溫，在融券餘額站上90萬張高水位後，18日空單再回補9,896張。

在市場擔憂第二波疫情爆發的預期之下，又增添中美科技戰火重燃的利空訊息，受雙重利空夾擊，預估指數短期仍有回檔整理的空間。

凱基投顧董事長朱晏民表示，新冠疫情第二度爆發與美對華為提出新禁令，預料都會對下半年旺季需求造成實質影響，而台電子股又是此波扮演反彈主力，造成部分資金了結賣壓出籠，或是積極反向作空的跡象。不過，這兩大利空消息其實都已在市場預料之中，若未有其他意外因素干擾，預期個股的回檔壓力會比指數還大。

此外，盤面不僅融券餘額來到近年高峰，大盤借券賣出餘額又重回到710萬張以上，扭轉先前略有減緩趨勢。外資在台股持續提款外，借券賣出餘額同步墊高，代表避險情緒仍未退散。

朱晏民分析，外資法人對台股操作偏向保守，主要是受到基本面未能跟上股市反應所致，但聯準會大舉印鈔救市，低利環境促使股市更具投資吸引力，資金行情成為多方最有利的武器，由此研判，多空拉鋸的土洋對作情況可能還會延續一段期間。"
374,2020-05-29 09:47:59,"受制美中關係因港版國安法正式拍板而急速向上升溫，且今收盤後，MSCI（明晟）半年度新興市場的指數權重調整將生效，在市場防甩尾心態濃厚下，使台股早盤交投多保守以對，加上台積電普被外資評估將大幅下修今年資本支出，使台積短多承壓，係大盤周五開市未幾，即失守月線主因。

不過，目前盤勢在生醫、防疫、觀光等族群力挺短多，與國家隊法人承接半導體、重量級集團股意願不減下，使盤勢在月線附近的抗跌韌性相對強韌。迄上午9：24的加權股價指數暫報下挫65點，報10878點，暫守住月線10873點，跌幅0.6%，成交309億元。

目前權值股力收榮面者，包括仁寶、台泥、和碩；餘台積電、股王大立光、鴻海、台塑四寶、國泰金、富邦金、兆豐金、中信金、第一金、中鋼、南亞科、日月光控、長榮航、華航、聯電、友達、亞泥、遠東新、統一、台玻、長榮海運、台灣大、聯發科及台達電，多表現疲軟。

上市櫃股票早盤表現不錯者，包括GIS-KY、富邦VIX、熱映、南六、恆大、康那香、鈊象、合一、譜瑞-KY、撼訊、嘉晶、美食-KY、瓦城、新日興、健策及生華科等。

台股早盤甫開市係暫報下挫23點，為10921點，盤中最低點一度來到10861點，係連續跌破10900點、月線等關卡，不過，低檔季線在10409點附近支撐韌性相對強勁，後市不必過分悲觀。

只是短期逢六月報稅、繳稅與中美關係緊升溫等消息面干擾，盤勢或仍未脫年線至季線之大箱型區間整理格局，短期聚焦個股依題領先盤勢發展即可，但逢高也宜見好就收，善設停利點，迴避可能的源自國際政經消息的風險變數。
(工商 )"
375,2020-05-26 10:39:07,"市場傳出華為可能向三星採購智慧手機晶片Exynos，以減緩川普政府擴大出口限制的衝擊。但韓媒指出，即使華為提出需求，三星應該也不會賣晶片給華為，原因在於雙方是競爭對手的關係，華為若手機和網路設備業務衰退，剛好讓三星撿到槍、趁機謀取更大利益。



美國商務部15日對華為祭出口限制禁令，無論是美國或外國的企業，若沒有拿到美方的特許，就不能用美國的軟體或技術製造晶片出貨給華為。在此禁令下，台積電可能無法繼續向華為供貨、華為也面臨「斷貨」危機。



韓媒中央日報報導，華為旗下海思半導體研發智慧手機、5G 基地台晶片均下單台積電，但因美國新禁令導致台積電無法供應晶片給華為，市場傳出華為正考慮向三星採購 Exynos晶片，預計下半年會提出供貨要求。



不過業界人士指出，三星可能會拒絕供應Exynos晶片給華為，原因在於供應手機晶片雖可提升半導體事業的獲利，但三星更樂見華為手機及網路設備競爭力下滑，並從中謀取更大利益，畢竟雙方在這些領域是競爭對手關係。



而過去就有先例，三星曾拒絕華為採購Exynos訂單的要求。


(中時電子報)"
376,2020-05-16 04:10:00,"自從美中貿易戰開打以來，「去中化 vs. 去美化」即已成雙方供應鏈的新課題。而隨著新冠肺炎（COVID-19）在全球蔓延，進而造成產線斷鏈危機，「去中化」進一步升級為全球層次，多國政府甚至直接「利誘」本國企業撤出大陸，某些對中鷹派更喊出新ABC（anywhere but China），為後疫情時代的世局投下兩極震盪的變數。

回顧21世紀以來的美中關係，從G2同榮的糖甘蜜甜，走到如今G2反目的惡言相向，其實是一種歷史的必然。當年歷史學家佛格森（Niall Ferguson）與經濟學家舒拉里克（Moritz Schularick）造出「Chimerica」一詞時，認為集全球最大新興市場（同時也是世界工廠）與最發達經濟體於一身的「中美共同體」，為彼此創造了巨大財富與資本，且形塑了世界經濟秩序。但他們也預言一旦美中分裂脫鉤則兩敗俱傷，並將重創全球經濟。

果然，十幾年過去，中國快速崛起，美國漸感「養虎為患」，2016年川普意外當選美國總統後，選擇直球對壘，一記「貿易戰」打裂「Chimerica」；而新冠病毒的意外亂世，更讓力主美國優先的川普撿到槍，為「去中化」找到強而有力的理由。

他最近除了指示聯邦雇員退休基金撤出中國市場，還透過共和黨盟友葛蘭姆（Lindsey Graham）在參議院提交《新冠肺炎究責法》，意圖將白宮的防疫不力歸罪於中國以博取連任的勝算。可以預見，在美國11月總統大選之前，美中的緊張關係沒有最糟，只會更糟！

在天平的兩端，一個是不再可靠的霸權，一個是尚未取得眾人信任的強權，對各國政府而言，過度對一方傾斜，絕對不是明智的決定，因為選邊必然招惹另一方的報復反制。而跨國企業夾在政治角力與市場「錢」景之間，如何回應官方的期待又不自損，更不是容易決斷的事。從最近幾件合縱連橫與叫陣即可看出端倪。

事件一：美國頂尖科技業者－臉書、亞馬遜、Google、微軟、IBM、英特爾、高通及思科等31家公司合組開放無線網路接取網路政策聯盟（Open RAN Policy Coalition），並呼籲白宮傾注資源，看似把華為當最大敵人，實是劍指主導5G網路設備的中歐四大供應商，包括華為、中興、諾基亞與易立信；而前述四大之外的另一電信設備大廠韓國三星，則在確保自身利益的同時，加入美國聯盟。

但另方面，鑒於華為在5G技術設備領域的「超前部署」，美國為免掉隊，因此又有事件二的操作：美國商務部將另外起草新規，允許美企與華為合作制定5G網路標準規範。換言之，如果不是政治力過度干預，多數的業者會以市場為依歸；一旦政治力介入，企業當然會藉機從官方爭取更多的競爭籌碼。

然而最引起台灣朝野關切的，莫過於事件三：在美方透過不同管道形成壓力下，晶圓代工龍頭台積電終於初步承諾要在亞利桑那州設置5奈米先進製程新廠。

事實上，台積電在美並非沒有工廠，早在1996年即已在華盛頓州設立WaferTech，從事專業積體電路製造服務，多年來有關WaferTech要興建新廠與被否認的戲碼也一再搬演。如今台積在美蓋新廠的傳言成真，一方面凸顯台積電在科技戰略上「不可或缺」的重要角色，但另方面也顯示在美中全面對抗下，即使強勢如台積電也必須腳踏三條船，無法再「保持科技中立、立足台灣、放眼天下」。

如果台積以在美蓋新廠，換取白宮同意該公司可以繼續承接大陸訂單，不受政治力干擾，那麼當然算是好事一樁。但萬一川普連任，以他的反覆無常，未來台積能否無礙地穿梭美中之間，則殊難逆料，屆時也只能見招拆招。

新冠病毒引發各國重新思考分散生產基地，局部的「去中化」是務實之舉，全面的「去中化」則斷無可能，除非是恐中反中到完全不要大陸市場。近期豐田汽車等五家日企受訪時，眾口一聲表明會繼續留在中國生產製造，不會因為安倍政府提供補貼就大規模自陸撤廠，即反映出跨國企業的在商言商。

更何況，中國供應鏈在川普咄咄逼人下，被迫「去美化」，進而發展自己的生態圈（華為號召的5G汽車大聯盟即是一例），包括台商在內的跨國企業若想分一杯羹，又怎麼可能輕言撤守？或許有人會質疑中國產業界自成體系，恐步上當年日本「加拉巴哥化」（Galapagosization，指在孤立環境下進行產品最適化）的後塵，但中國14億人口是日本的11倍有餘、美國的四倍多，就算向外攻城掠地的路徑被設置重重障礙，也不怕沒有廣大的母國市場可以支撐。

從美中關係的質變，回頭看兩岸關係，十幾年前也曾有過「Chiwan」（韓國媒體創造的組合字，意指中台共同體）的糖甘蜜甜，其後台灣經歷政黨輪替、太陽花運動，到現在視中國為敵國外患，如此180度的轉變，是當下的實然，卻未必是歷史的必然。台灣不可能全面「去中化」，中國不可能容忍台灣全面「親美化」，雙方合則利鬥則傷，在新冠疫情導致兩岸互動跌到谷底的此際，總統蔡英文520的連任就職演說，以及對岸緊接著召開的全國兩會如何對台定調，攸關台商在後疫情時代要承受多大的兩極震盪。"
377,2020-05-18 14:32:30,"美國擬擴大圍堵華為，禁止外國企業使用美國技術替華為生產晶片；日媒報導指出，受此禁令影響，台積電(2330)已停止接受來自華為的新訂單。台積公司今日指出，不會對外公開有關客戶的訂單細節。

美國政府15日公布出口新規定，美國商務部表示，新規定將防止廠商向華為出售採用美國製造設備或依美國軟體與技術設計的晶片，廠商如向華為供貨，須先取得美方許可證。

日經新聞18日報導，受美國15日發表的禁令影響，台積電已停止接受來自華為的新訂單，恐將對華為5G智慧手機相關研發造成衝擊。據報導，台積電目前已接下的華為訂單，將可在9月中旬前正常出貨，除此之外的訂單要進行出口時、須獲得美國的許可。



針對台積電是否已停止接受來自華為的新訂單。台積公司指出，不會對外公開有關客戶的訂單事宜。出貨則會遵守法律及管制。台積電指出，將與美國律師合作進行法務分析，確保能夠全面檢視並且對相關規定釋義，相關影響與因應措施內部尚在評估中，預計在生效日前得到評估結果。

美國在2019年5月就對華為祭出口管制令，但當時規則為若來自美國的技術、軟體佔比重不到25%的話，就排除在管制對象外；5月15日最新公布的措施，即使佔比在25%以下、只要是使用美國製造設備生產的晶片、就禁止出貨給華為。




(時報資訊)"
378,2020-05-28 10:51:05,"後疫情時代經濟重啟帶動市場轉趨樂觀，美股四大指數續揚收漲，道瓊大漲553點，是近兩個半月以來首度收在逾25000點以上，亞股一早跟漲美股，不僅日韓股市走揚，連壟罩在香港動盪氛圍下港股，盤中也維持走揚，台股今日開漲25.96點，報在11040.62點，隨即震盪後拉高，一度上漲約50點，指數最高達11087點，今日逢摩台結算，籌碼面上需等待外資明確表態，短線力求補量上攻，方可打破高檔震盪困境。



權值股今普遍發揮穩盤力量，股王大立光(3008)開高震盪，跳上3900元，最高達3935元，漲幅逾1%，台積電(2330)走揚約0.5%，站穩所有均線，股價最高達298.5元，持續朝向300元大關靠攏，鴻海(2317)漲幅也約0.6%，除蘋概三雄持穩走揚外，聯發科(2454)早盤後紅翻黑，陷入漲多後的修正，跌幅逾1.5%，面板雙虎友達(2409)、群創(3481)聯袂小漲，電子股成交比重落在6成3到6成4左右。

八大類股指數今漲多跌少，僅水泥、食品以及生技股較為弱勢，題材個股各自表現點火，網通股智邦(2345)獲外資及投信連6買，股價帶量大漲7%，再寫天價247元，熱映(3373)前4月每股大賺逾6元，今跳空漲停鎖住130.5元，重返五日線，華通(2313)挾第二季展望樂觀預期，今帶量大漲逾5%。觀光類股也嗅到復甦氣息，雲品(2748)攜台泥，首次跨入委託經營版圖，將開出杭州雲品酒店，帶動股價大逾4.5%。

分析師表示，現階段因為疫情後經濟重啟的期待樂觀，加上新冠肺炎疫苗有新進度下，外資有回頭跡象，帶動股市多方攻擊意圖強烈，惟目前下檔5、10日均線及月線仍然糾結，且量能尚未跟上使多空行情交雜，今日正逢摩台結算，籌碼面上需等待外資明確表態，惟面對港版國安法的審議、類股資金輪動等影響之下，近期盤勢恐有震盪可能，操作方面建議以短期為主，後續量能變化為觀察重點，短線力求補量上攻，以來打破高檔震盪困境。




(時報資訊)"
379,2020-05-19 04:10:00,"張忠謀去年曾說：「台積電在和平時代，就是安安靜靜做供應鏈的一環，但當世界不安靜了、也就是現在，台積電變成地緣策略者的必爭之地！」美中對峙下，台積電赴美設廠從傳言變成事實。

從公開訊息所透漏的訊息

台積電於15日在該公司網站釋出「台積公司宣布有意於美國設立先進晶圓廠」公告。從上述訊息內容，吾等可看出一些重要的資訊：

首先，美國新廠確實如美國要求的，是一座5奈米製程先進製造技術的工廠，預計明（2021）年動工年開始建廠，2024年開始投產。台積電今年第三季即將量產5奈米先進製程，明年上線3奈米製程也將量產，易言之，待2024年5奈米已非屬先進製程。

其次，相較於南科新廠月產能百萬片的規模，美國新廠只規劃月產能2萬片，並非台積電最擅長且最具成本優勢的超大晶圓廠（GIGAFABR Facilities），顯示美國廠應有別於既有的晶圓廠規劃。

第三，美國新廠預計投入120億美元，相當於台幣3600億元，在國外設廠將產生許多難以預料的成本，因此最後支出可能會超過台幣4千億元。台積電第四座超大晶圓廠南科十八廠，建廠成本也在台幣4千億元左右，足見美國建廠成本遠高於台灣。

最後，公告中提到，「在與美國聯邦政府及亞利桑那州的共同理解和其承諾支持下，有意於美國興建且營運一座先進晶圓廠。」可見之前媒體報導，台積電與美國商務部談判應為事實，實際上應已獲得聯邦與亞利桑那州政府優厚的條件。

晶圓代工發展模式

半導體廠（尤其是晶圓代工廠）的發展，基本上就是一條不歸路。長期遵循著Intel創始人之一戈登．摩爾（Gordon Moore）提出的摩爾定律（Moore's law），其預測積體電路上可容納的電晶體數目，約每隔18-24個月就會增加一倍。

透過不斷的研發與投資，將晶圓愈做愈大，並設法在晶片上放入更多的電晶體，透過製程微縮技術，切割出更多的晶片，同時還要提升晶片的運算效能，並須兼顧降低功耗。經過半世紀的進展，已逼近物理極限，但各家半導體公司仍持續引進新結構設計與技術（如微影製程），以設法延續摩爾定律。

先進製程需投入大量的研發人力，購置昂貴的半導體相關設備，還有鉅額的IP授權費用，無止盡的資本支出，讓許多半導體廠已喘不過氣來，包括聯電與GLOBALFOUNDRIES紛紛放棄最新製程的研發。目前有能力進入10奈米技術的廠商，僅剩下台積電、三星與Intel三家，而台積電幾乎獨霸7奈米以下的製程。

台積電除了技術領先外，產品良率與工廠管理都是世界翹楚。然這樣的成就絕非偶然，乃是眾多工程師，全天候配合客戶需求，長時間辛勞付出所得到的果實，美廠難以採用此模式。

美國廠應啟動新模式

歐巴馬總統時代，就已經開始推動「再工業化」政策，號召美國製造業回流，然成效並不明顯。直到新冠疫情衝擊，決心加速落實製造業回流計畫，台積電雖非美國企業，但因其在業界地位非同小可，有助於美半導體自給自足，美國從初期的消極邀請，到近期同時也找了三星與英特爾二大競爭對手在美國設廠看來，台積電赴美有不得不去的壓力。

縱然赴美細節尚未公布，但從鴻海威斯康辛州的投資經驗推測，在川普總統選前亟需政績的壓力下，爭取指標性的廠商投資案，又能直接及間接創造數千個工作機會，台積電應該已經爭取了極為優惠的投資條件。

本文以為，台積電應利用此次的設廠機會，推動企業的升級轉型。其美國先進製程客戶蘋果、高通、AMD、Xilinx、NVIDIA等晶片大廠，都是全球最強的半導體企業，其訂單約占台積電六成的營收。過去僅為單純的委託代工關係，未來可就近參與這些知名企業的新技術研發與新技術標準的訂定，由代工關係升級為戰略夥伴關係。

另外，也可嘗試引入晶圓代工新模式，由於美國相關成本極高，供應鏈也較缺乏，不宜沿用傳統晶圓代工運作─盲目追求規模、即時交貨與超高良率。美國廠可與台灣廠進行分工，美國廠可專注於實驗性產品的生產；承接小量多樣的高度客製化產品；以及生產涉及國家安全的特殊晶片（如F-35戰機高速運算晶片）等，這些產品的特性在於開發難度較高，需要高度的客製化，但價格也相對較可觀。待開發完成之後，再轉由台灣晶圓廠生產。"
380,2020-06-08 04:10:00,"世紀鋼積極轉型，大步跨入風電產業，目前事業版圖以風電為主。世紀鋼董事長賴文祥受訪時表示，世紀鋼未來產能將比中鋼還大，可望成為國內最大風電廠商，市場預期今年營收將達到80億，預計2021年營收將破百億元，有機會年賺一個資本額。

對於這波新冠肺炎疫情的衝擊，賴文祥笑著說，對鋼結構業不但沒有影響，反而較為有利，尤其在世紀鋼轉型，順利取得風電開發商沃旭、CIP（丹麥哥本哈根基礎建設基金）及達德等基樁和套筒式風塔工程訂單後，新冠疫情對世紀鋼就更沒有影響了。

從鋼構建築開始向風電工程轉型的世紀鋼，歷經近五年的營收衰退，從2015年30.25億年營收，一路下滑至2018的16.55億元，從去年開始才轉而成長至24.03億元，估計自去年8月取得沃旭81支Pin Pile基樁工程，約20多億元營收，加上承包預算佔165億元的CIP套筒式塔架，以及達德第三季末至第四季左右的訂單，粗估今年營收可達80億元，至於整體毛利方面，應有20％以上。

對於世紀鋼轉型切入風電產業，賴文祥表示，他早期是從事鐵窗行業，中間做鐵皮屋工程，有能力一下子跳到鋼構建築，就在於鐵窗和鐵皮屋都需要電焊技術，而鋼構工程也都需要電焊技術，且「做鐵窗要做多久才賺得到錢？」所以他在一次去日本考察後，勇敢轉型創立世紀鋼，甚至切入台積電建廠工程，成為鋼構業界翹楚。

桃園設立學校 培育焊接人才

但在2008年金融海嘯過後，逐漸發現鋼構市場供過於求，且房地產市場也差，幾乎到了黃昏市場，再次尋找創新和轉型機會，並在2013年確立發展風電的機會。

世紀鋼創廠至今，已過了30年，公司開始有退休人員，因鋼構牽涉到設備、大樓吊裝作業及人才的栽培，其中焊接是最大的門檻，風電工程亦是如此，像世紀鋼在台北港開發重件碼頭，也都需要栽培焊接人才。賴文祥也因此和職訓局一起合作設立了焊工學校，而且就設在世紀鋼的桃園觀音廠區，希望藉此補強公司所需的焊工人才。

風電業能見度 看到2040年

談到未來風電市場前景和商機方面，賴文祥露出喜悅的心情表示，世紀鋼繼續擴廠下去，將和中鋼均分國內的風電市場，目前除了接滿2025年前的訂單外，政府也公布2026～2035年的風電產業藍圖，且通過環評作業，並將落實本土化政策，因此他認為，國內風電產業的能見度至少到2035年，甚至到2040年都沒有問題，「之後的事情就讓孩子去想就好」。

談到風電產業，賴文祥如數家珍的娓娓道來。他認為，台灣的風電應有4,000小時以上的發電能量，尤其風力和太陽能更是台灣最大的寶貝，不像天然氣只有10～20天的儲存量，若被高價收購或航道被封和壟斷那就完了，因此一定要有自足的電力，而風電、太陽能都是目前可以看得到的機會。

風機需汰舊換新 商機無限

現在看得到的市場商機，應有28GW，以每1GW設立100支風機，就達到2,800支左右，且至2035年台灣將可達成離岸風電15.7GW的裝置容量．以風機日益大型化的趨勢，每年1GW相當於每年設置100座風機，估約有1,700億的建置成本，加上為期25年每年約50億元的運轉維護費用，台灣離岸風電15.7GW的總產值，將可達4兆6千億元台幣。

賴文祥說，風電到2040年每年都有1,000MW商機，世紀鋼只要取得500MW，產能應比中鋼還大，且風電每隔20年都必須汰舊換新，他就是看好風機壽命20年的市場前景，且世紀鋼未來目標如每年做50座套筒式風塔，就有140億元的產值。從營收的角度來看，預期明年營收就有機會破百億元，若照這樣的進度，2023年營收就可達到140億元的目標。"
381,2020-05-23 04:10:00,"繪圖晶片大廠輝達（NVIDIA）22日召開2021年會計年度第一季（截至4月26日）法人說明會，新冠肺炎疫情帶動在家工作及遠距教學強勁需求，推升NVIDIA首季電競及資料中心兩大事業部門營收表現亮眼。

其中，資料中心單季營收首度突破10億美元大關達11.4億美元創歷史新高，而整體第一季Non-GAAP稀釋每股淨利達1.8美元亦優於預期。

NVIDIA執行長黃仁勳表示，新冠肺炎疫情對科技消費創造結構性的改變，而且這些改變將會在疫情之後變成常態，而NVIDIA已搶下這些新需求商機，其中包括對新冠肺炎病毒的檢測及預防的先進運算，以及企業營運採用更多雲端運算方案等，特別是在家工作、遠距教學、電子商務等會需要更多雲端運算服務支援。

黃仁勳表示，疫情讓生產鏈運作充滿挑戰，雖然疫情剛開始時，NVIDIA的合作夥伴供應鏈被打亂，居家防疫亦造成零售通路關閉並影響遊戲產品線銷售，但疫情帶動在家上班等應用反而成為電競及資料中心的成長動能。再者，包括人工智慧（AI）、機器自主、企業邊緣運算等新應用也開始成為企業未來營運重心，而且更可以讓企業有效率的進行遠端控制及管理，這些變動對NVIDIA營運會帶來正面助益。

NVIDIA原本預期2021年會計年度第一季營收介於29.4～30.6億美元之間，並預期疫情可能造成1億美元損失，但22日公告的第一季營收年增39％達30.8億美元優於預期，GAAP毛利率達65.1％，稅後淨利9.17億美元大幅成長133％，稀釋後每股淨利1.47元，Non-GAAP稀釋後每股淨利達1.80美元。

NVIDIA因為開始認列Mellanox業績，加上電競及資料中心等需求看好，預估第二季營收介於35.8～37.2億美元之間，優於市場普遍預估的32.5億美元。NVIDIA已宣布推出Ampere架構A100繪圖晶片並全面進入生產階段，採用台積電7奈米量產。NVIDIA初期將鎖定雲端運算及資料中心應用，包括亞馬遜AWS、Google Cloud、百度智能雲、微軟Azure等主要客戶已確定採用。"
382,2020-06-08 11:37:28,"美國持續打擊中國5G雄心，擴大限制中國資通訊設備大廠華為後，華為傳已陷入「緊急狀態」，至今尚未找到辦法來應付美國最新措施。綜合外媒報導，華為新型5G晶片庫存預料不足1年需求，向客戶履行合約交付5G設備或面臨困難，中國5G網路建設進度也有可能受阻。

華為新款5G晶片雖為子企海思半導體設計，但製造仍需依靠台灣台積電（TSMC）等企業。美國商務部上月公佈新措施，禁止全球企業使用美國技術生產售予華為晶片。新措施有4個月寬限期，惟台積電已停接華為訂單。

外媒引述消息人士稱，華為自家設計晶片存貨預料會在2021年初用盡，深圳總部上月以來已進入「緊急狀態」，頻繁開會商討對策，但至今尚未想對合適辦法。

據悉，華為雖然仍可以向三星、聯發科等企業，沒有下訂單地購買對方現有晶片存貨，但也不足應付需求，並會犧牲產品性能。

美國去年開始打擊華為，禁止美企與之交易後，華為創辦人任正非坦言，生存下來是第一優先任務。華為據報亦馬力全開，24小時工作尋找辦法克服困難，自家設計晶片擺脫對美國依賴。
(工商 )"
