id,created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries
1252614904277872640,Tue Apr 21 15:07:20 +0000 2020,"<a href=""http://www.google.com"" rel=""nofollow"">Wall St Solver Auto-Tweeter</a>","The Dow Is Dropping as Oil Prices Crater

📰 » https://t.co/Blcw5HWxSE https://t.co/4o05DB9yM5",The Dow Is Dropping Oil Prices Crater 📰 » https //t.co/Blcw5HWxSE https //t.co/4o05DB9yM5,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,wallstsolver,False,,,,
1252606399370145794,Tue Apr 21 14:33:32 +0000 2020,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",Stocks Fall as Rout in Oil Markets Deepens https://t.co/Mu6rSxKvZn https://t.co/2ja44NRFJc,Stocks Fall Rout Oil Markets Deepens https //t.co/Mu6rSxKvZn https //t.co/2ja44NRFJc,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,randomdevtest13,False,,,,
1252597020063223808,Tue Apr 21 13:56:16 +0000 2020,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","U.S. stocks fell sharply once again on Tuesday as oil prices continued their unprecedented wipeout. 

The Dow Jones Industrial Average slid 510 points, or more than 2%. The S&amp;P 500 dropped 1.7% while the Nasdaq Composite dropped 1.1% https://t.co/vGeTGV1Z67",U.S. stocks fell sharply Tuesday oil prices continued unprecedented wipeout The Dow Jones Industrial Average slid 510 points 2 The S amp P 500 dropped 1.7 Nasdaq Composite dropped 1.1 https //t.co/vGeTGV1Z67,"Sentiment(polarity=0.10833333333333332, subjectivity=0.6833333333333332)",0.10833333333333332,0.6833333333333332,en,2,1,JW_Branding,False,,,,
1252595711251828737,Tue Apr 21 13:51:04 +0000 2020,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Here's where stocks opened Tuesday:  https://t.co/UeOn6pIVt4,Here 's stocks opened Tuesday https //t.co/UeOn6pIVt4,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,4,3,TheStreet,False,,,"New York, NY",
1252594683739549698,Tue Apr 21 13:46:59 +0000 2020,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","DJIA | Dow Jones Industrial Average | MarketWatch

Market losses are huge.

Over 2.3%.

Oil prices.

Thanks.

Sam

Houston 

 https://t.co/fhVxSMMeAg",DJIA Dow Jones Industrial Average MarketWatch Market losses huge Over 2.3 Oil prices Thanks Sam Houston https //t.co/fhVxSMMeAg,"Sentiment(polarity=0.15000000000000005, subjectivity=0.5)",0.15000000000000005,0.5,en,0,0,SamRupani2,False,,,,
1252593011864862721,Tue Apr 21 13:40:20 +0000 2020,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",Stocks Fall as Rout in Oil Markets Deepens https://t.co/GvwhjeEOxl,Stocks Fall Rout Oil Markets Deepens https //t.co/GvwhjeEOxl,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,GEnewsdata,False,,,,
1252544375676186624,Tue Apr 21 10:27:04 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1) Contracts on the S&amp;P 500 slid as much as -1.5%. Futures dropped -0.93% on the Nasdaq 100 Index and 1.92% on the Dow Jones Industrial Average. Europe’s Stoxx 600 traded 2.2% lower as oil and gas shares dragged on the benchmark.,1 Contracts S amp P 500 slid much -1.5 Futures dropped -0.93 Nasdaq 100 Index 1.92 Dow Jones Industrial Average Europe ’ Stoxx 600 traded 2.2 lower oil gas shares dragged benchmark,"Sentiment(polarity=0.02500000000000001, subjectivity=0.3)",0.02500000000000001,0.3,en,0,0,PK2451167992,,,,,
1252528182730899456,Tue Apr 21 09:22:44 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@JamesDelingpole astronaut in space for a year for the first time, George Michael still straight, OJ still a sports star, Dow Jones Industrial Average above 5,000 for the first time, blue M&amp;Ms were invented, ER and Seinfeld were the top TV shows, pre-Euro, Princess Diana/Bill Clinton on TV 2/2.","JamesDelingpole astronaut space year first time George Michael still straight OJ still sports star Dow Jones Industrial Average 5,000 first time blue M amp Ms invented ER Seinfeld top TV shows pre-Euro Princess Diana/Bill Clinton TV 2/2","Sentiment(polarity=0.17500000000000002, subjectivity=0.3444444444444444)",0.17500000000000002,0.3444444444444444,en,2,0,davidhaigh,,,JamesDelingpole,,
1252415339767296006,Tue Apr 21 01:54:20 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","I wish that we had a government that was more interested in eliminating poverty or improving the health, education and welfare of the population rather than the Dow Jones Industrial Average. https://t.co/skU7K0gCdv",I wish government interested eliminating poverty improving health education welfare population rather Dow Jones Industrial Average https //t.co/skU7K0gCdv,"Sentiment(polarity=0.05, subjectivity=0.44999999999999996)",0.05,0.44999999999999996,en,4,1,Michael38488947,False,,,,
1252415256510386176,Tue Apr 21 01:54:00 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dow Ends Down Nearly 600, 2.4%, as Oil Prices Crash to Below Zero for First Time https://t.co/p4pgprRg5W",Dow Ends Down Nearly 600 2.4 Oil Prices Crash Below Zero First Time https //t.co/p4pgprRg5W,"Sentiment(polarity=0.06481481481481481, subjectivity=0.34074074074074073)",0.06481481481481481,0.34074074074074073,en,0,0,Suvangkarpaul,False,,,"Guwahati, India",
1252410130013945857,Tue Apr 21 01:33:38 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Worthy read: ""Trump’s message is clear: The economy is not here to serve human beings; human beings here to serve the economy. Those of us who die in service of Dow Jones Industrial Average are mere externalities to the higher priority of capital growth"" https://t.co/6ra9oxIyhG",Worthy read `` Trump ’ message clear The economy serve human beings human beings serve economy Those us die service Dow Jones Industrial Average mere externalities higher priority capital growth '' https //t.co/6ra9oxIyhG,"Sentiment(polarity=0.004761904761904761, subjectivity=0.4261904761904762)",0.004761904761904761,0.4261904761904762,en,13,7,TheUBINewsHub,False,,,,
1252398573087424512,Tue Apr 21 00:47:42 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","The Dow Lost 592 Points Because Nobody Wants Barrels of Oil --BUT WAIT-- if you act now,  you'll receive a full tank of gasoline w/every purchase of a barrel of oil, Compliments of ""Thy Kingdom Come"" Gasing your vehicle is good business https://t.co/2KCJdnUnV0 via @BarronsOnline https://t.co/xW4NiHLUOK",The Dow Lost 592 Points Because Nobody Wants Barrels Oil -- BUT WAIT -- act 'll receive full tank gasoline w/every purchase barrel oil Compliments `` Thy Kingdom Come '' Gasing vehicle good business https //t.co/2KCJdnUnV0 via BarronsOnline https //t.co/xW4NiHLUOK,"Sentiment(polarity=0.4166666666666667, subjectivity=0.4166666666666667)",0.4166666666666667,0.4166666666666667,en,0,1,themarkojenx,False,,barronsonline,"USA, China, Australia, EU",
1252393890230890497,Tue Apr 21 00:29:06 +0000 2020,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Dow Ends Down Nearly 600, 2.4%, as Oil Prices Crash to Below Zero for First Time https://t.co/6VV3vqwIld",Dow Ends Down Nearly 600 2.4 Oil Prices Crash Below Zero First Time https //t.co/6VV3vqwIld,"Sentiment(polarity=0.06481481481481481, subjectivity=0.34074074074074073)",0.06481481481481481,0.34074074074074073,en,0,0,vicenquintero,False,,,Tbilisi,
1252388714354847749,Tue Apr 21 00:08:32 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","1/ Markets: Last week, the Dow Jones Industrial Average staged its best two-week performance since the 1930s. The S&amp;P 500 Index hovered only about 15% below its pre-pandemic high. But both indexes ended down today",1/ Markets Last week Dow Jones Industrial Average staged best two-week performance since 1930s The S amp P 500 Index hovered 15 pre-pandemic high But indexes ended today,"Sentiment(polarity=0.2525, subjectivity=0.32666666666666666)",0.2525,0.32666666666666666,en,1,0,donutsdidthis,,,,,
1252371174941589504,Mon Apr 20 22:58:50 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",The Dow Lost 592 Points Because Nobody Wants to Own Barrels of Oil https://t.co/LG01ps6Fc8 via @BarronsOnline I think this means gas stations will pay us to take their gas LOL,The Dow Lost 592 Points Because Nobody Wants Own Barrels Oil https //t.co/LG01ps6Fc8 via BarronsOnline I think means gas stations pay us take gas LOL,"Sentiment(polarity=0.5333333333333333, subjectivity=0.6)",0.5333333333333333,0.6,en,1,0,enja1949,False,,barronsonline,U.S. and Canada ,
1252370027468042241,Mon Apr 20 22:54:17 +0000 2020,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Dow Ends Down Nearly 600, 2.4%, as Oil Prices Crash to Below Zero for First Time https://t.co/v8qJxkbwsi",Dow Ends Down Nearly 600 2.4 Oil Prices Crash Below Zero First Time https //t.co/v8qJxkbwsi,"Sentiment(polarity=0.06481481481481481, subjectivity=0.34074074074074073)",0.06481481481481481,0.34074074074074073,en,1,0,codeWithJS,False,,,"Pleasant Grove, UT",
1252364521659748353,Mon Apr 20 22:32:24 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@jaketapper Or how hide good news:

March 13, 2020: Dow Jones Industrial Average closed at a record increase after President Trump and his coronavirus task force held a press conference. CNN had criticized Trump with no mention of the stock market gains, according to The Federalist.",jaketapper Or hide good news March 13 2020 Dow Jones Industrial Average closed record increase President Trump coronavirus task force held press conference CNN criticized Trump mention stock market gains according The Federalist,"Sentiment(polarity=0.15, subjectivity=0.3666666666666667)",0.15,0.3666666666666667,en,0,0,MosesZD,,,jaketapper,,
1252362185382084609,Mon Apr 20 22:23:07 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dow Ends Down Nearly 600, 2.4%, as Oil Prices Crash to Below Zero for First Time https://t.co/fdzH235fcN",Dow Ends Down Nearly 600 2.4 Oil Prices Crash Below Zero First Time https //t.co/fdzH235fcN,"Sentiment(polarity=0.06481481481481481, subjectivity=0.34074074074074073)",0.06481481481481481,0.34074074074074073,en,0,0,SharathKanyadi,False,,,"Harohalli, Bengaluru",
1252361557478006799,Mon Apr 20 22:20:37 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Stock futures bounced slightly in overnight trading on Monday.

Futures on the Dow Jones Industrial Average rose 25 points. S&amp;P 500 futures added 0.3%.

https://t.co/1YexX3fCNO",Stock futures bounced slightly overnight trading Monday Futures Dow Jones Industrial Average rose 25 points S amp P 500 futures added 0.3 https //t.co/1YexX3fCNO,"Sentiment(polarity=0.09444444444444444, subjectivity=0.5055555555555555)",0.09444444444444444,0.5055555555555555,en,0,0,iskonglasalista,False,,,Singapore,
1252360174192349189,Mon Apr 20 22:15:07 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Stock futures rise slightly as oil prices stabilize

Stock futures bounced slightly in overnight trading on Monday.  Futures on the Dow Jones Industrial Average rose 25 points while S&amp;P 500 futures added 0.3%.

https://t.co/U0EmygpfXl https://t.co/VfypqWHcHY",Stock futures rise slightly oil prices stabilize Stock futures bounced slightly overnight trading Monday Futures Dow Jones Industrial Average rose 25 points S amp P 500 futures added 0.3 https //t.co/U0EmygpfXl https //t.co/VfypqWHcHY,"Sentiment(polarity=0.029166666666666674, subjectivity=0.4208333333333333)",0.029166666666666674,0.4208333333333333,en,0,0,PK2451167992,False,,,,
1252358097848299522,Mon Apr 20 22:06:52 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Stocks Decline.
Oil drops below $1.
Naira will be devalued.
Inflation

The begining of the end has begun.

You are now witnessing the collapse of the old guard

Rejoice as we usher in a new electromagnetic universe, free from excess environmental pollution https://t.co/D5RlOTbM7F",Stocks Decline Oil drops 1 Naira devalued Inflation The begining end begun You witnessing collapse old guard Rejoice usher new electromagnetic universe free excess environmental pollution https //t.co/D5RlOTbM7F,"Sentiment(polarity=0.21212121212121213, subjectivity=0.48484848484848486)",0.21212121212121213,0.48484848484848486,en,0,0,TraceScorch,False,,,Earth. (info@tracescorch.com),
1252352765231116291,Mon Apr 20 21:45:41 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dow Ends Down Nearly 600, 2.4%, as Oil Prices Crash to Below Zero for First Time https://t.co/bnII3ajDlE",Dow Ends Down Nearly 600 2.4 Oil Prices Crash Below Zero First Time https //t.co/bnII3ajDlE,"Sentiment(polarity=0.06481481481481481, subjectivity=0.34074074074074073)",0.06481481481481481,0.34074074074074073,en,0,0,DEUXSVELTE,True,,,Lost in the 1900's,
1252352502411882499,Mon Apr 20 21:44:38 +0000 2020,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",The Dow Lost 592 Points Because Nobody Wants to Own Barrels of Oil https://t.co/TESE1NmwYU,The Dow Lost 592 Points Because Nobody Wants Own Barrels Oil https //t.co/TESE1NmwYU,"Sentiment(polarity=0.4, subjectivity=0.55)",0.4,0.55,en,0,0,KARLewis,False,,,Undisclosed,
1252351191725469698,Mon Apr 20 21:39:26 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","What a messed up time we are living in. Never thought I would live through anything like this in my life. 
https://t.co/3NUVQ6VkXQ",What messed time living Never thought I would live anything like life https //t.co/3NUVQ6VkXQ,"Sentiment(polarity=0.13636363636363635, subjectivity=0.5)",0.13636363636363635,0.5,en,1,0,wingsformarie2,True,,,,
1252349463424716802,Mon Apr 20 21:32:34 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://t.co/6UhNrwHeQ1 - from StockSpy iOS https://t.co/dwxr3NfKCl https://t.co/6UhNrwHeQ1,https //t.co/6UhNrwHeQ1 StockSpy iOS https //t.co/dwxr3NfKCl https //t.co/6UhNrwHeQ1,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,Jmf134Jeff,False,,,Up north,
1252348959298711552,Mon Apr 20 21:30:34 +0000 2020,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",Dow Declines as Oil Prices Crash to Below Zero for First Time Ever - TheStreet: Dow Declines as Oil Prices Crash to Below Zero for First Time Ever  TheStreetView Full Coverage on Google News https://t.co/08HkcnWuKJ https://t.co/F8lm0MUrys,Dow Declines Oil Prices Crash Below Zero First Time Ever TheStreet Dow Declines Oil Prices Crash Below Zero First Time Ever TheStreetView Full Coverage Google News https //t.co/08HkcnWuKJ https //t.co/F8lm0MUrys,"Sentiment(polarity=0.2833333333333333, subjectivity=0.4055555555555556)",0.2833333333333333,0.4055555555555556,en,0,0,AtlantaGeorgi,False,,,,
1252344047617757184,Mon Apr 20 21:11:03 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Woo Hoo!

https://t.co/rRDBsA49ad",Woo Hoo https //t.co/rRDBsA49ad,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,RoynHoustonTX,False,,,"Houston, TX",
1252343944425308164,Mon Apr 20 21:10:38 +0000 2020,"<a href=""http://www.google.com"" rel=""nofollow"">StockTrackerBot</a>","SPDR Dow Jones Industrial Average ETF (DIA) information for2020-04-20:
Opening: 238.2400
Closing: 236.6400
High: 241.1100
Low: 236.2600",SPDR Dow Jones Industrial Average ETF DIA information for2020-04-20 Opening 238.2400 Closing 236.6400 High 241.1100 Low 236.2600,"Sentiment(polarity=0.003333333333333336, subjectivity=0.41333333333333333)",0.003333333333333336,0.41333333333333333,en,0,0,MarketsTracker,,,,,
1252342575932903431,Mon Apr 20 21:05:12 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","A treatment for the coronavirus would be priceless — and worth about 5,000 points in the Dow Jones Industrial Average https://t.co/digyro6CiS","A treatment coronavirus would priceless — worth 5,000 points Dow Jones Industrial Average https //t.co/digyro6CiS","Sentiment(polarity=0.38333333333333336, subjectivity=0.5)",0.38333333333333336,0.5,en,0,0,floatingfx,False,,,,
1252340525253799938,Mon Apr 20 20:57:03 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dow Ends Down Nearly 600, 2.4%, as Oil Prices Crash to Below Zero for First Time #OilCrash 
https://t.co/KLYK5sI3ba",Dow Ends Down Nearly 600 2.4 Oil Prices Crash Below Zero First Time OilCrash https //t.co/KLYK5sI3ba,"Sentiment(polarity=0.06481481481481481, subjectivity=0.34074074074074073)",0.06481481481481481,0.34074074074074073,en,0,0,drkhanns,False,OilCrash,,Hearts of natural beauties ,
1252337035660017664,Mon Apr 20 20:43:11 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","The Dow Jones Industrial Average fell 448 points, or 1.85%, to 23,793, the S&amp;P 500 declined 1.35% and the Nasdaq slipped 0.54% as oil price drops to unprecedented negative territory. A worldwide  depression is more than likely.
https://t.co/EnB7LJl6fl","The Dow Jones Industrial Average fell 448 points 1.85 23,793 S amp P 500 declined 1.35 Nasdaq slipped 0.54 oil price drops unprecedented negative territory A worldwide depression likely https //t.co/EnB7LJl6fl","Sentiment(polarity=0.03749999999999999, subjectivity=0.675)",0.03749999999999999,0.675,en,0,0,bill_21c,False,,,,
1252336220455219202,Mon Apr 20 20:39:56 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dow Ends Down Nearly 600, 2.4%, as Oil Prices Crash to Below Zero for First Time https://t.co/Q6uwwODfNP",Dow Ends Down Nearly 600 2.4 Oil Prices Crash Below Zero First Time https //t.co/Q6uwwODfNP,"Sentiment(polarity=0.06481481481481481, subjectivity=0.34074074074074073)",0.06481481481481481,0.34074074074074073,en,0,0,ChannaZuhair,False,,,"Hyderabad, Pakistan",
1252336057468755968,Mon Apr 20 20:39:18 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dow Ends Down Nearly 600, 2.4%, as Oil Prices Crash to Below Zero for First Time https://t.co/HISgjcrcvF",Dow Ends Down Nearly 600 2.4 Oil Prices Crash Below Zero First Time https //t.co/HISgjcrcvF,"Sentiment(polarity=0.06481481481481481, subjectivity=0.34074074074074073)",0.06481481481481481,0.34074074074074073,en,0,0,jacobukokobili,False,,,"Lagos, Nigeria",
1252333241970774021,Mon Apr 20 20:28:06 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","The Dow Jones Industrial Average fell almost 600 points today. Leading in significant losses are Boeing and United Health. News of the Oil industry's falling prices didn't help either. Also, stimulus checks, if not directly deposited into accounts, may not arrive until August. https://t.co/NXzsjc2s2i",The Dow Jones Industrial Average fell almost 600 points today Leading significant losses Boeing United Health News Oil industry 's falling prices n't help either Also stimulus checks directly deposited accounts may arrive August https //t.co/NXzsjc2s2i,"Sentiment(polarity=0.10833333333333334, subjectivity=0.5583333333333332)",0.10833333333333334,0.5583333333333332,en,0,0,Bidnezz,False,,,San Francisco,
1252325401302614021,Mon Apr 20 19:56:57 +0000 2020,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Dow Declines Over 500, 2.3%, as Oil Prices Crash to Below Zero for First Time https://t.co/kkK3K0BM1d",Dow Declines Over 500 2.3 Oil Prices Crash Below Zero First Time https //t.co/kkK3K0BM1d,"Sentiment(polarity=0.25, subjectivity=0.3333333333333333)",0.25,0.3333333333333333,en,0,0,Virgil4u,False,,,"Houston, Texas U.S. A.",
1252324530154078213,Mon Apr 20 19:53:29 +0000 2020,"<a href=""https://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>","$DJIA Dow Declines Over 500, 2.3%, as Oil Prices Crash to Below Zero for First Time

https://t.co/9hxMhHO2iA",DJIA Dow Declines Over 500 2.3 Oil Prices Crash Below Zero First Time https //t.co/9hxMhHO2iA,"Sentiment(polarity=0.25, subjectivity=0.3333333333333333)",0.25,0.3333333333333333,en,0,0,TopStockAlerts1,False,,,"New York, USA",
1252319195896766464,Mon Apr 20 19:32:17 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Dow Declines as Oil Prices Crash to Below Zero for First Time Ever - TheStreetk https://t.co/zL6wq9VUmx,Dow Declines Oil Prices Crash Below Zero First Time Ever TheStreetk https //t.co/zL6wq9VUmx,"Sentiment(polarity=0.25, subjectivity=0.3333333333333333)",0.25,0.3333333333333333,en,0,0,josemesc,False,,,,
1252315562987917312,Mon Apr 20 19:17:51 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Art of the Deal https://t.co/UzHtZ2zwib,Art Deal https //t.co/UzHtZ2zwib,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,thequietpeace,False,,,michigan! ,
1252309434799460352,Mon Apr 20 18:53:30 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Suggest everyone start counting pennies if you haven't already. 

https://t.co/PRLhHIgqOg",Suggest everyone start counting pennies n't already https //t.co/PRLhHIgqOg,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,WilliamGessler,False,,,NW Laurasian Corridor,
1252307331628531713,Mon Apr 20 18:45:09 +0000 2020,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Does this count as America First @GOP? Is this #MAGA and #KAG worthy? #FireTrump https://t.co/g76sFSx9Zp,Does count America First GOP Is MAGA KAG worthy FireTrump https //t.co/g76sFSx9Zp,"Sentiment(polarity=0.29166666666666663, subjectivity=0.6666666666666666)",0.29166666666666663,0.6666666666666666,en,3,2,chulesee,False,"MAGA, KAG, FireTrump",GOP,Slumberville,
id,created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries
1254319434518466561,Sun Apr 26 08:00:31 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Over 52K Americans are already dead from your mismanagement of the coronavirus pandemic. The American people are aware that you tried to cover up the outbreak in Seattle for the purpose of keeping the Dow Jones Industrial Average high in order to boost your re-election prospects.,Over 52K Americans already dead mismanagement coronavirus pandemic The American people aware tried cover outbreak Seattle purpose keeping Dow Jones Industrial Average high order boost re-election prospects,"Sentiment(polarity=0.012, subjectivity=0.31799999999999995)",0.012,0.31799999999999995,en,0,0,KevinKThompson,,,,"St. Louis, Missouri",
1254314373721608195,Sun Apr 26 07:40:25 +0000 2020,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","An Oral History of the Day Everything Changed https://t.co/OBnmykfO3B “The Dow Jones Industrial Average fell 1,465 points and officially entered bear territory; Capitol Hill faced its first confirmed Covid-19 case; the NCAA announced it would play its basketball tournament with…","An Oral History Day Everything Changed https //t.co/OBnmykfO3B “ The Dow Jones Industrial Average fell 1,465 points officially entered bear territory Capitol Hill faced first confirmed Covid-19 case NCAA announced would play basketball tournament with…","Sentiment(polarity=0.16666666666666666, subjectivity=0.5777777777777778)",0.16666666666666666,0.5777777777777778,en,0,0,katslefty,True,,,,
1254294928097710080,Sun Apr 26 06:23:09 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","On Tue, this week, Ben Brown published a newsletter titled, This is the end of Dow Jones Industrial Average, which many have missed. He wrote that on Monday the Dow dropped 1% whereas the Nasdaq 100 soared 1.4%. This level of divergence hasn't happened in Nasdaq's entire history. https://t.co/6SOoZMt13J",On Tue week Ben Brown published newsletter titled This end Dow Jones Industrial Average many missed He wrote Monday Dow dropped 1 whereas Nasdaq 100 soared 1.4 This level divergence n't happened Nasdaq 's entire history https //t.co/6SOoZMt13J,"Sentiment(polarity=0.11666666666666665, subjectivity=0.5083333333333333)",0.11666666666666665,0.5083333333333333,en,6,1,kushkatakia,False,,,India,
1254155884479098880,Sat Apr 25 21:10:38 +0000 2020,"<a href=""http://www.google.com"" rel=""nofollow"">StockTrackerBot</a>",The SPDR Dow Jones Industrial Average ETF (DIA) data is not available because the market is closed today.,The SPDR Dow Jones Industrial Average ETF DIA data available market closed today,"Sentiment(polarity=0.049999999999999996, subjectivity=0.3)",0.049999999999999996,0.3,en,0,0,MarketsTracker,,,,,
1254135087127572483,Sat Apr 25 19:48:00 +0000 2020,"<a href=""https://www.advisorepisodes.com"" rel=""nofollow"">Your Advisor</a>","This day in 2007 The Dow Jones industrial average topped 13,000 for the first time, ending the day at 13,089.89.","This day 2007 The Dow Jones industrial average topped 13,000 first time ending day 13,089.89","Sentiment(polarity=0.05, subjectivity=0.36666666666666664)",0.05,0.36666666666666664,en,0,0,advisorepisodes,,,,At Home,
1254117606472073217,Sat Apr 25 18:38:32 +0000 2020,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",Stocks Finish Higher but Close Week With Losses https://t.co/KzquM5Q53F,Stocks Finish Higher Close Week With Losses https //t.co/KzquM5Q53F,"Sentiment(polarity=0.25, subjectivity=0.5)",0.25,0.5,en,0,0,WaIlstreetWire,False,,,,
1254100403328888835,Sat Apr 25 17:30:10 +0000 2020,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","This day in 2007 The Dow Jones industrial average topped 13,000 for the first time, ending the day at 13,089.89.","This day 2007 The Dow Jones industrial average topped 13,000 first time ending day 13,089.89","Sentiment(polarity=0.05, subjectivity=0.36666666666666664)",0.05,0.36666666666666664,en,0,0,tcmwealth,,,,"Fairlawn, OH",
1254054968237178880,Sat Apr 25 14:29:38 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Today in 2007 the Dow Jones industrial average topped 13,000 for the first time, ending the day at 13,089.89","Today 2007 Dow Jones industrial average topped 13,000 first time ending day 13,089.89","Sentiment(polarity=0.05, subjectivity=0.36666666666666664)",0.05,0.36666666666666664,en,1,2,thepainterflynn,,,,Ireland,
1254043231958061058,Sat Apr 25 13:43:00 +0000 2020,"<a href=""https://www.advisorepisodes.com"" rel=""nofollow"">Your Advisor</a>","This day in 2007 The Dow Jones industrial average topped 13,000 for the first time, ending the day at 13,089.89.","This day 2007 The Dow Jones industrial average topped 13,000 first time ending day 13,089.89","Sentiment(polarity=0.05, subjectivity=0.36666666666666664)",0.05,0.36666666666666664,en,0,0,melissalgeorge,,,,"Atlanta, GA and beyond",
1253953673929068544,Sat Apr 25 07:47:07 +0000 2020,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",U.S. #stocks higher at close of trade; Dow Jones Industrial Average up 1.11% - https://t.co/VAqK2kzfFd,U.S. stocks higher close trade Dow Jones Industrial Average 1.11 https //t.co/VAqK2kzfFd,"Sentiment(polarity=0.05, subjectivity=0.44999999999999996)",0.05,0.44999999999999996,en,0,0,iNewsroom,False,stocks,,Worldwide,
